naam,functie,geslacht,geboortedatum,overlijdensdatum,doel,bestemming,van,tot_en_met,betaald_door
Gert-Jan Oplaat (G.J.),Eerste Kamerlid,man,1964-11-22,,,(nog) geen opgave,,,
Fadime Örgü (F.),Oud Kamerlid,vrouw,1968-03-15,,,(nog) geen opgave,,,
Henk Jan Ormel (H.J.),Oud Kamerlid,man,1955-12-15,,Verkiezingswaarneming.,"Baku, Azerbeidzjan",2010-11-05,2010-11-08,European Academy for Elections Observation.
Henk Jan Ormel (H.J.),Oud Kamerlid,man,1955-12-15,,"Conferentie ""The Atlantic Conversations on Religion in Public Life"".","Windsor, Engeland",2007-06-30,2007-07-01,Templeton Foundation.
Henk Jan Ormel (H.J.),Oud Kamerlid,man,1955-12-15,,Kennismaking met de samenwerking.,"Washington D.C. o.a., Verenigde Staten",2005-05-01,2005-05-19,Amerikaanse ambassade.
Henk Jan Ormel (H.J.),Oud Kamerlid,man,1955-12-15,,Bijwonen Biocongres.,"Chicago, Verenigde Staten",2006-04-08,2006-04-10,"Bio-Farmind, de Dutch Vaccines Group en de EVD."
Henk Jan Ormel (H.J.),Oud Kamerlid,man,1955-12-15,,Werkbezoek vaste commissie voor Europese Zaken.,"Madrid, Spanje",2009-11-23,2009-11-24,Tweede Kamer der Staten-Generaal.
Henk Jan Ormel (H.J.),Oud Kamerlid,man,1955-12-15,,NAVO Assemblee,Turkije,2012-04-24,2012-04-27,Tweede Kamer der Staten-Generaal.
Henk Jan Ormel (H.J.),Oud Kamerlid,man,1955-12-15,,Workshop met parlementariërs Nederland en Georgië.,"Gudauri, Georgië",2006-03-09,2006-03-13,East-West  Parliamentary Practice Project.
Henk Jan Ormel (H.J.),Oud Kamerlid,man,1955-12-15,,AVVN.,"New York, Verenigde Staten",2010-10-17,2010-10-24,Ministerie van Buitenlandse Zaken.
Henk Jan Ormel (H.J.),Oud Kamerlid,man,1955-12-15,,NAVO Assemblee,"Londen, Engeland",2011-11-20,2011-11-21,Tweede Kamer der Staten-Generaal.
Henk Jan Ormel (H.J.),Oud Kamerlid,man,1955-12-15,,NAVO Standing Committee,Azoren,2011-04-01,2011-04-04,Tweede Kamer der Staten-Generaal.
Henk Jan Ormel (H.J.),Oud Kamerlid,man,1955-12-15,,NATO-Russia Parliamentairy Comm. + Assemblee.,"Warschau, Polen",2010-11-12,2010-11-15,NAVO.
Henk Jan Ormel (H.J.),Oud Kamerlid,man,1955-12-15,,"Matchmakingevent van BIA, ABPI en BioFarmind.","Edinburgh, Schotland",2008-11-09,2008-11-10,Britse Ambassade in Den Haag en Biofarmind.
Henk Jan Ormel (H.J.),Oud Kamerlid,man,1955-12-15,,Herdenking val van het IJzeren gordijn.,"Boedapest, Hongarije",2009-06-26,2009-06-28,Tweede Kamer der Staten-Generaal.
Henk Jan Ormel (H.J.),Oud Kamerlid,man,1955-12-15,,Werkbezoek vaste commissie voor Buitenlandse Zaken.,Pakistan en Afghanistan,2007-03-05,2007-03-12,Tweede Kamer der Staten-Generaal.
Henk Jan Ormel (H.J.),Oud Kamerlid,man,1955-12-15,,Werkbezoek vaste commissie voor Europese Zaken,"Servië, Kosovo en Albanië",2011-05-08,2011-05-14,Tweede Kamer der Staten-Generaal.
Henk Jan Ormel (H.J.),Oud Kamerlid,man,1955-12-15,,Werkbezoek vaste commissie voor Buitenlandse Zaken.,Servië en Kosovo,2008-04-20,2008-04-24,Tweede Kamer der Staten-Generaal.
Henk Jan Ormel (H.J.),Oud Kamerlid,man,1955-12-15,,Werkbezoek vaste commissie Buitenlandse Zaken,China,2012-05-02,2012-05-12,Tweede Kamer der Staten-Generaal
Henk Jan Ormel (H.J.),Oud Kamerlid,man,1955-12-15,,Kennismaking met de samenwerking.,Israël,2005-06-06,2005-06-10,Voor gedeelde rekening van de Israëlische ambassade en de CDA-fractie.
Henk Jan Ormel (H.J.),Oud Kamerlid,man,1955-12-15,,"Bezoek aan de vice-minster van het ministerie van Buitenlandse Zaken, tevens ministerie van Defensie. Voorzitter van speciaal comité Irak en voorzitter van Japans-Nederlandse betrekkingen.","Tokio, Japan",2005-02-12,2005-02-20,Japanse regering.
Henk Jan Ormel (H.J.),Oud Kamerlid,man,1955-12-15,,Bijeenkomst Parlementaire Assemblee van de NAVO.,"Washington D.C., Verenigde Staten",2010-12-05,2010-12-07,Parlementaire Assemblee van de NAVO.
Henk Jan Ormel (H.J.),Oud Kamerlid,man,1955-12-15,,Bijeenkomst CDSDG Committee PA NAVO.,"Tbilisi, Georgië",2010-04-04,2010-04-08,Parlementaire Assemblee van de NAVO.
Henk Jan Ormel (H.J.),Oud Kamerlid,man,1955-12-15,,Bijeenkomst Standing Committee PA NAVO.,"Memphis, Verenigde Staten",2010-03-27,2010-03-29,Parlementaire Assemblee van de NAVO.
Henk Jan Ormel (H.J.),Oud Kamerlid,man,1955-12-15,,NAVO Assemblee,"Vilnius, Litouwen",2012-06-17,2012-06-19,Tweede Kamer der Staten-Generaal.
Henk Jan Ormel (H.J.),Oud Kamerlid,man,1955-12-15,,"NATO-Russia Parliamentary Comm, + Assemblee","Warschau, Polen",2010-11-12,2010-11-15,Parlementaire Assemblee van de NAVO.
Henk Jan Ormel (H.J.),Oud Kamerlid,man,1955-12-15,,Bijeenkomst Standing Comité van de NAVO Assemblee.,"Oslo, Noorwegen",2009-05-22,2009-05-25,Tweede Kamer der Staten-Generaal.
Henk Jan Ormel (H.J.),Oud Kamerlid,man,1955-12-15,,Werkbezoek NAVO,"Varna, Bulgarije",2011-05-27,2011-05-30,NAVO.
Henk Jan Ormel (H.J.),Oud Kamerlid,man,1955-12-15,,Werkbezoek Commissie Europese Zaken.,"Dublin, Ierland",2008-04-14,2008-04-14,Tweede Kamer der Staten-Generaal.
Henk Jan Ormel (H.J.),Oud Kamerlid,man,1955-12-15,,NAVO Assemblée.,Afghanistan,2005-03-20,2005-03-23,Tweede Kamer der Staten-Generaal.
Henk Jan Ormel (H.J.),Oud Kamerlid,man,1955-12-15,,Rationele discussie omtrent farmaceutische biotechnologie.,"Cambridge en Boston o.a., Verenigde Staten",2005-10-16,2005-10-21,"Genzyme Nederland, Benelux Biogen International BV, Regulatory & Govermental Affairs Amgen BV en de Amerikaanse ambassade."
Henk Jan Ormel (H.J.),Oud Kamerlid,man,1955-12-15,,Werkbezoek vaste commissie voor Buitenlandse Zaken,Indonesië,2008-10-11,2008-10-20,Tweede Kamer der Staten-Generaal.
Henk Jan Ormel (H.J.),Oud Kamerlid,man,1955-12-15,,Bijeenkomst NAVO Assemblee,"Boekarest, Roemenië",2011-10-06,2011-10-10,Tweede Kamer der Staten-Generaal.
Henk Jan Ormel (H.J.),Oud Kamerlid,man,1955-12-15,,Delegatiereis Commissie Buitenlandse Zaken.,"Washington D.C., Verenigde Staten",2006-12-10,2006-12-13,Tweede Kamer der Staten-Generaal.
Henk Jan Ormel (H.J.),Oud Kamerlid,man,1955-12-15,,Commissie Buitenlandse Zaken.,Midden-Oosten,2006-01-10,2006-01-20,Tweede Kamer der Staten-Generaal.
Henk Jan Ormel (H.J.),Oud Kamerlid,man,1955-12-15,,Cofacc.,"Visby, Zweden",2009-09-06,2009-09-08,Tweede Kamer der Staten-Generaal.
Henk Jan Ormel (H.J.),Oud Kamerlid,man,1955-12-15,,NAVO Assemblee,"Tallinn, Estland",2012-05-25,2012-05-28,Tweede Kamer der Staten-Generaal.
Henk Jan Ormel (H.J.),Oud Kamerlid,man,1955-12-15,,NATO Parlementaire Assemblée.,"Edinburgh, Groot-Brittannië",2009-11-13,2009-11-17,Tweede Kamer der Staten-Generaal.
Henk Jan Ormel (H.J.),Oud Kamerlid,man,1955-12-15,,Werkbezoek vaste commissie voor Buitenlandse Zaken.,Saoedi-Arabië,2008-06-06,2008-06-10,Tweede Kamer der Staten-Generaal.
Henk Jan Ormel (H.J.),Oud Kamerlid,man,1955-12-15,,Werkbezoek Commissie Europese Zaken.,Roemenië en Bulgarije,2008-05-06,2008-05-09,Tweede Kamer der Staten-Generaal.
Henk Jan Ormel (H.J.),Oud Kamerlid,man,1955-12-15,,Werkbezoek vaste commissie voorBuitenlandse Zaken.,"Grote Merengebied, Afrika",2010-01-03,2010-01-10,Tweede Kamer der Staten-Generaal.
Henk Jan Ormel (H.J.),Oud Kamerlid,man,1955-12-15,,NAVO-Assemblee.,"Valencia, Spanje",2008-11-14,2008-11-18,Tweede Kamer der Staten-Generaal.
Henk Jan Ormel (H.J.),Oud Kamerlid,man,1955-12-15,,Lezing over Biotechnologie,"Washington en Boston, Verenigde Staten",2011-06-24,2011-06-27,Nederlandse ambassade en BIO.
Henk Jan Ormel (H.J.),Oud Kamerlid,man,1955-12-15,,NAVO-Assembé,Montenegro,2008-06-22,2008-06-28,Tweede Kamer der Staten-Generaal.
Henk Jan Ormel (H.J.),Oud Kamerlid,man,1955-12-15,,Delegatiereis Commissie Buitenlandse Zaken.,Indonesië,2006-09-02,2006-09-09,Tweede Kamer der Staten-Generaal.
Henk Jan Ormel (H.J.),Oud Kamerlid,man,1955-12-15,,Bijeenkomst Parlementaire Assemblee van de NAVO.,"St. Louis en Washington, Verenigde Staten",2010-07-08,2010-07-14,Parlementaire Assemblee van de NAVO.
Henk Jan Ormel (H.J.),Oud Kamerlid,man,1955-12-15,,Voorjaarszitting NATO.,"Parijs, Frankrijk",2006-05-26,2006-05-29,Tweede Kamer der Staten-Generaal.
Henk Jan Ormel (H.J.),Oud Kamerlid,man,1955-12-15,,Verkiezingswaarneming,Armenië,2012-05-01,2012-05-09,Ministerie van Buitenlandse Zaken.
Henk Jan Ormel (H.J.),Oud Kamerlid,man,1955-12-15,,Conferentie.,"Oslo, Noorwegen",2005-11-17,2005-11-19,Norwegian Institute for International Affairs.
Henk Jan Ormel (H.J.),Oud Kamerlid,man,1955-12-15,,NAVO Assemblee,"Ljubljana, Slovenië",2012-03-31,2012-04-01,Tweede Kamer der Staten-Generaal.
Henk Jan Ormel (H.J.),Oud Kamerlid,man,1955-12-15,,NATO parliamentary assembly,"Brussel, België",2007-02-18,2007-02-20,Tweede Kamer der Staten-Generaal.
Henk Jan Ormel (H.J.),Oud Kamerlid,man,1955-12-15,,Tropsich hardhout.,"Kalimantan, Indonesië",2006-05-06,2006-05-13,"Vlucht voor eigen rekening. Verblijf betaald door WWF NL, IUCN en Milieudefensie."
Henk Jan Ormel (H.J.),Oud Kamerlid,man,1955-12-15,,Jaarlijkse conferentie AWEPA,"Johannesburg, Zuid-Afrika",2011-11-03,2011-11-06,AWEPA.
Henk Jan Ormel (H.J.),Oud Kamerlid,man,1955-12-15,,Werkbezoek vaste commissie voor Buitenlandse Zaken,Mozambique,2011-08-20,2011-08-29,Tweede Kamer der Staten-Generaal.
Henk Jan Ormel (H.J.),Oud Kamerlid,man,1955-12-15,,Bijeenkomst Standing Comité van de NAVO Assemblee.,"Vilnius, Litouwen",2009-04-04,2009-04-06,Tweede Kamer der Staten-Generaal.
Henk Jan Ormel (H.J.),Oud Kamerlid,man,1955-12-15,,Conferentie Balkan.,"Sarajevo, Bosnië-Herzegovina",2009-03-18,2009-03-22,Tweede Kamer der Staten-Generaal.
Henk Jan Ormel (H.J.),Oud Kamerlid,man,1955-12-15,,Bijeenkomst NAVO Assemblee,"Washington, Verenigde Staten",2011-12-03,2011-12-06,Tweede Kamer der Staten-Generaal.
Henk Jan Ormel (H.J.),Oud Kamerlid,man,1955-12-15,,Parlementaire Assemblée.,Afghanistan en Pakistan,2009-09-28,2009-10-04,Tweede Kamer der Staten-Generaal.
Henk Jan Ormel (H.J.),Oud Kamerlid,man,1955-12-15,,Werkbezoek vaste commissie voor Buitenlandse Zaken.,"Tbilisi, Georgië",2009-05-06,2009-05-09,Tweede Kamer der Staten-Generaal.
Henk Jan Ormel (H.J.),Oud Kamerlid,man,1955-12-15,,Werkbezoek vaste commissie voor Europese Zaken,Cyprus,2012-05-17,2012-05-19,Tweede Kamer der Staten-Generaal.
Henk Jan Ormel (H.J.),Oud Kamerlid,man,1955-12-15,,Voorzittersconferentie COFACC,"Parijs, Frankrijk",2008-07-20,2008-07-22,Tweede Kamer der Staten-Generaal.
Henk Jan Ormel (H.J.),Oud Kamerlid,man,1955-12-15,,Werkbezoek vaste commissie voor Buitenlandse Zaken.,Ethiopië en Somalië,2008-01-08,2008-01-15,Tweede Kamer der Staten-Generaal.
Henk Jan Ormel (H.J.),Oud Kamerlid,man,1955-12-15,,Bijeenkomst NAVO-Assemblee,"Brussel, België",2012-02-12,2012-02-13,Tweede Kamer der Staten-Generaal.
Henk Jan Ormel (H.J.),Oud Kamerlid,man,1955-12-15,,Werkbezoek vaste commissie voor Buitenlandse Zaken,Tunesië,2012-02-19,2012-02-22,Tweede Kamer der Staten-Generaal.
Henk Jan Ormel (H.J.),Oud Kamerlid,man,1955-12-15,,NAVO-Assembée,"Berlijn, Duitsland",2008-05-23,2008-05-26,Tweede Kamer der Staten-Generaal.
Henk Jan Ormel (H.J.),Oud Kamerlid,man,1955-12-15,,Grüne Woche.,"Berlijn, Duitsland",2007-01-18,2007-01-20,"Ministerie van Landbouw, Natuur en Voedselkwaliteit."
Henk Jan Ormel (H.J.),Oud Kamerlid,man,1955-12-15,,Landbouwconferentie en NAVO Assemblee,"Warschau, Polen",2011-09-25,2011-09-26,Tweede Kamer der Staten-Generaal.
Henk Jan Ormel (H.J.),Oud Kamerlid,man,1955-12-15,,Werkbezoek vaste commissie voor Buitenlandse Zaken.,Sudan,2008-07-05,2008-07-13,Tweede Kamer der Staten-Generaal.
Henk Jan Ormel (H.J.),Oud Kamerlid,man,1955-12-15,,NAVO Assemblee,"Kiev, Oekraïne",2011-07-05,2011-07-07,Tweede Kamer der Staten-Generaal.
Henk Jan Ormel (H.J.),Oud Kamerlid,man,1955-12-15,,Werkbezoek vaste commissie voor Buitenlandse Zaken.,Rusland,2008-02-19,2008-02-23,Tweede Kamer der Staten-Generaal.
Henk Jan Ormel (H.J.),Oud Kamerlid,man,1955-12-15,,Vergadering politieke commissie.,"Brussel, België",2006-02-18,2006-02-20,Tweede Kamer der Staten-Generaal.
Henk Jan Ormel (H.J.),Oud Kamerlid,man,1955-12-15,,Werkbezoek Commissie Europese Zaken.,Kroatië,2006-07-03,2006-07-07,Tweede Kamer der Staten-Generaal.
Henk Jan Ormel (H.J.),Oud Kamerlid,man,1955-12-15,,NAVO Assemblee,"Edmonton, Canada",2011-07-11,2011-07-14,Tweede Kamer der Staten-Generaal.
Henk Jan Ormel (H.J.),Oud Kamerlid,man,1955-12-15,,Werkbezoek NIMD,Indonesie,2012-01-31,2012-02-07,NIMD.
Henk Jan Ormel (H.J.),Oud Kamerlid,man,1955-12-15,,Deelname aan Parlementaire Assemblee NAVO,"Madeira, Portugal",2007-05-24,2007-05-29,Tweede Kamer der Staten-Generaal.
Henk Jan Ormel (H.J.),Oud Kamerlid,man,1955-12-15,,Wereldwijde conferentie over Biotechnologie.,"Atlanta, Verenigde Staten",2009-05-14,2009-05-19,Biofarmind en de Britse Ambassade.
Henk Jan Ormel (H.J.),Oud Kamerlid,man,1955-12-15,,Bijeenkomst Standing Comité van de NAVO Assemblee ter gelegenheid van het 60-jarig bestaan van de NAVO.,"Rome, Italië",2009-05-09,2009-05-12,Tweede Kamer der Staten-Generaal.
Henk Jan Ormel (H.J.),Oud Kamerlid,man,1955-12-15,,Bijeenkomst COFACC.,"Madrid, Spanje",2010-02-24,2010-02-26,Parlementaire Assemblee van de NAVO.
Henk Jan Ormel (H.J.),Oud Kamerlid,man,1955-12-15,,NATO Parlementaire Assemblée. (Rose Roth Seminar),"Lviv, Oekraïne",2009-10-12,2009-10-15,Tweede Kamer der Staten-Generaal.
Henk Jan Ormel (H.J.),Oud Kamerlid,man,1955-12-15,,Commissie Defensie.,Perzische Golf,2006-02-27,2006-03-02,Tweede Kamer der Staten-Generaal.
Henk Jan Ormel (H.J.),Oud Kamerlid,man,1955-12-15,,Bijeenkomst Parlementaire Assemblee van de NAVO.,"Brussel, België",2010-02-14,2010-02-15,Parlementaire Assemblee van de NAVO.
Henk Jan Ormel (H.J.),Oud Kamerlid,man,1955-12-15,,Werkbezoek vaste commissie voor Buitenlandse Zaken.,Midden-Oosten,2007-07-08,2007-07-14,Tweede Kamer der Staten-Generaal.
Henk Jan Ormel (H.J.),Oud Kamerlid,man,1955-12-15,,Werkbezoek Armeense Parlement.,"Yerevan, Armenië",2009-10-19,2009-10-22,EWPPP.
Henk Jan Ormel (H.J.),Oud Kamerlid,man,1955-12-15,,Werkbezoek vaste commissie voor Europese Zaken,"Griekenland, Bosnië en Herzegovina en Montenegro",2011-10-18,2011-10-21,Tweede Kamer der Staten-Generaal.
Henk Jan Ormel (H.J.),Oud Kamerlid,man,1955-12-15,,East West Parliamentary Practice Project.,"Baku, Azerbeidzjan",2010-07-04,2010-07-06,East West Parliamentary Practice Project.
Cynthia Ortega-Martijn (C.A.),Oud Kamerlid,vrouw,1956-02-09,,"Inzicht verkrijgen in rol en taken woningcorporaties, wijkopbouw/ sociale cohesie","Londen en Birmingham, Engeland",2008-02-20,2008-02-23,Tweede Kamer der Staten-Generaal.
Cynthia Ortega-Martijn (C.A.),Oud Kamerlid,vrouw,1956-02-09,,Werkbezoek naar de 5 Caribische eilanden in verband met de stand van zaken nieuwe status van de eilanden.,Nederlandse Antillen,2011-07-07,2011-08-20,Voor eigen rekening.
Cynthia Ortega-Martijn (C.A.),Oud Kamerlid,vrouw,1956-02-09,,Inzicht krijgen in de gevoelens van de bewoners aangaande het veranderende statuut en het verkrijgen van informatie voor de behandelingen van de consensus wetten.,"Curacao, Bonaire en St. Maarten",2009-06-03,2009-08-14,Voor eigen rekening.
Cynthia Ortega-Martijn (C.A.),Oud Kamerlid,vrouw,1956-02-09,,Jaarlijkse Contactplan-bijeenkomst.,Nederlandse Antillen,2007-01-04,2007-01-12,Tweede Kamer der Staten-Generaal.
Cynthia Ortega-Martijn (C.A.),Oud Kamerlid,vrouw,1956-02-09,,Werkbezoek op uitnodiging van Stichting Kindersponserplan.,Oekraïne,2009-05-01,2009-05-06,"Reiskosten (€525,--) betaald door Stichting Kindersponserplan (KSP) te Krimpen aan den IJssel."
Cynthia Ortega-Martijn (C.A.),Oud Kamerlid,vrouw,1956-02-09,,Internationale vergelijking schuldhulp.,"Bradford, Engeland",2011-06-14,2011-06-15,"Reis- en verblijfkosten (€350,-) betaald door de fractie ChristenUnie."
Cynthia Ortega-Martijn (C.A.),Oud Kamerlid,vrouw,1956-02-09,,Werkbezoek vaste commissie voor Economische Zaken.,India,2010-01-02,2010-01-10,Tweede Kamer der Staten-Generaal.
Cynthia Ortega-Martijn (C.A.),Oud Kamerlid,vrouw,1956-02-09,,Parlementair Overleg Koninkrijksrelaties.,Nederlandse Antillen en Aruba,2008-01-02,2008-02-12,Tweede Kamer der Staten-Generaal.
Gerrit Jan van Otterloo (G.J.P.),Oud Kamerlid,man,1949-05-04,,Bezoek OESO en Franse Assemblée,"Parijs, Frankrijk",2020-01-08,2020-01-09,Tweede Kamer der Staten-Generaal
Gerrit Jan van Otterloo (G.J.P.),Oud Kamerlid,man,1949-05-04,,Werkbezoek met de vaste commissie voor Europese zaken i.v.m. de Brexit,"Londen, Verenigd Koninkrijk",2019-10-06,2019-10-07,Tweede Kamer der Staten-Generaal
Gerrit Jan van Otterloo (G.J.P.),Oud Kamerlid,man,1949-05-04,,Deelname aan SECG Conferentie ten aanzien van de Economische en Monetaire Unie,"Helsinki, Finland",2019-09-30,2019-09-30,Tweede Kamer der Staten-Generaal
Gerrit Jan van Otterloo (G.J.P.),Oud Kamerlid,man,1949-05-04,,Aanwezig bij een conferentie van het IED (Institute of European Democrats)Board,"Venetië, Italië",2020-08-30,2020-09-01,Institute of European Democrat (IED)
Gerrit Jan van Otterloo (G.J.P.),Oud Kamerlid,man,1949-05-04,,Artikel 13-conferentie,"Brussel, België",2020-02-18,2020-02-19,Tweede Kamer der Staten-Generaal
Gerrit Jan van Otterloo (G.J.P.),Oud Kamerlid,man,1949-05-04,,Werkbezoek Tijdelijke Commissie Digitale Toekomst,"Brussel, België",2019-12-02,2019-12-02,Tweede Kamer der Staten-Generaal
Gonny van Oudenallen (H.F.M.),Oud Kamerlid,vrouw,1957-01-31,,,(nog) geen opgave,,,
Esther Ouwehand (E.),Tweede Kamerlid,vrouw,1976-06-10,,Ontmoeting Duitse Partij voor de Dieren en lezing voor World Vegetarian Congress over de noodzaak van politieke bemoeienis bij dierenwelzijn en dierenrechten,"Dresden, Duitsland",2008-07-30,2008-08-01,Partij voor de Dieren
Esther Ouwehand (E.),Tweede Kamerlid,vrouw,1976-06-10,,APF symposium/verzorgen workshop,"Belgrado, Servië",2014-11-07,2014-11-09,Animal Politics Foundation
Esther Ouwehand (E.),Tweede Kamerlid,vrouw,1976-06-10,,Lezing Britse Partij voor de Dieren,"Londen, Groot-Brittannië",2006-12-02,2006-12-03,Partij voor de Dieren
Esther Ouwehand (E.),Tweede Kamerlid,vrouw,1976-06-10,,Werkbezoek vaste commissie LNV,"Berlijn, Duitsland",2009-05-28,2009-05-30,Tweede Kamer der Staten-Generaal
Esther Ouwehand (E.),Tweede Kamerlid,vrouw,1976-06-10,,Deelname aan politics panel op symposium Contemplative Science,"Munchen, Duitsland",2019-10-24,2019-10-26,Organisatie Contemplative Science
Esther Ouwehand (E.),Tweede Kamerlid,vrouw,1976-06-10,,Werkbezoek voedselveiligheid,"Milaan, Italië",2015-07-06,2015-07-09,Tweede Kamer der Staten-Generaal
Esther Ouwehand (E.),Tweede Kamerlid,vrouw,1976-06-10,,Bezoek Bio 2007,Verenigde Staten,2007-05-03,2007-05-07,BPRA
Esther Ouwehand (E.),Tweede Kamerlid,vrouw,1976-06-10,,Werkbezoek aan Frans Parlement i.v.m. EU-voorzitterschap,"Parijs, Frankrijk",2008-10-15,2008-10-16,Tweede Kamer der Staten-Generaal
Esther Ouwehand (E.),Tweede Kamerlid,vrouw,1976-06-10,,Werkbezoek vaste commissie VROM i.v.m. klimaat- en energiebeleid,"Washington, Verenigde Staten",2009-07-04,2009-07-11,Tweede Kamer der Staten-Generaal
Esther Ouwehand (E.),Tweede Kamerlid,vrouw,1976-06-10,,Grune Woche,"Berlijn, Duitsland",2013-01-17,2013-01-20,Tweede Kamer der Staten-Generaal en ministerie van Economische Zaken
Zihni Özdil (Z.),Oud Kamerlid,man,1981-09-08,,"Werkbezoek vaste commissie voor Onderwijs, Cultuur en Wetenschap",Oostenrijk,2019-05-06,2019-05-10,Tweede Kamer der Staten-Generaal
Zihni Özdil (Z.),Oud Kamerlid,man,1981-09-08,,"Werkbezoek vaste commissie voor Onderwijs, Cultuur en Wetenschap","Boedapest, Hongarije",2018-09-27,2018-09-30,Tweede Kamer der Staten-Generaal
Selçuk Öztürk (S.),Oud Kamerlid,man,1972-04-08,,"Werkbezoek Media met de vaste commissie voor Onderwijs, Cultuur en Wetenschap",Denemarken,2019-01-08,2019-01-10,Tweede Kamer der Staten-Generaal
Selçuk Öztürk (S.),Oud Kamerlid,man,1972-04-08,,Contactgroep Duitsland,Duitsland,2013-06-09,2013-06-09,Tweede Kamer der Staten-Generaal.
Selçuk Öztürk (S.),Oud Kamerlid,man,1972-04-08,,Werkbezoek,Suriname,2017-10-13,2017-10-18,Tickets en hotel via de St. Ondersteuning Tweede Kamerfractie DENK
Selçuk Öztürk (S.),Oud Kamerlid,man,1972-04-08,,Werkbezoek,"Curaçao, Bonaire en Sint-Maarten",2018-10-23,2018-10-27,Stichting Ondersteuning Tweede Kamerfractie DENK
Selçuk Öztürk (S.),Oud Kamerlid,man,1972-04-08,,IPU- Bezoek Hannover Messe,Duitsland,2014-04-07,2014-04-07,Tweede Kamer der Staten-Generaal.
Selçuk Öztürk (S.),Oud Kamerlid,man,1972-04-08,,Werkbezoek,Europa (onder andere Srebrenica en Svilengrad),2019-04-29,2019-05-02,Stichting Ondersteuning Tweede Kamerfractie DENK
Nevin Özütok (N.),Oud Kamerlid,vrouw,1960-03-20,,Nordic Council Theme Session,"Kopenhagen, Denemarken",2019-04-08,2019-04-08,Benelux Parlement
Nevin Özütok (N.),Oud Kamerlid,vrouw,1960-03-20,,Benelux Parlement,"Brussel, België",2018-11-16,2018-11-17,"Benelux Parlement (retour Thalys Amsterdam-Brussel à €185,-) en Groupe Socialiste du Sénat (Overnachting)"
